,Source,Referal,Medium,Date,Sessions
1058,bimswarm.de,referral,desktop,2023-10-31,1
627,(direct),(none),desktop,2023-10-31,2
820,planen-bauen40.de,referral,desktop,2023-10-31,2
1131,bing,organic,desktop,2023-10-31,1
325,(not set),(not set),desktop,2023-10-31,5
0,(direct),(none),desktop,2023-10-30,34
190,bimswarm.de,referral,desktop,2023-10-30,8
1258,google,organic,desktop,2023-10-30,1
752,bing,organic,desktop,2023-10-30,2
504,(direct),(none),desktop,2023-10-29,3
872,(direct),(none),desktop,2023-10-28,1
1057,bimswarm.de,referral,desktop,2023-10-28,1
38,(direct),(none),desktop,2023-10-27,15
1166,digital-bau.com,referral,desktop,2023-10-27,1
1056,bimswarm.de,referral,desktop,2023-10-27,1
751,bing,organic,desktop,2023-10-27,2
1353,statics.teams.cdn.office.net,referral,desktop,2023-10-27,1
1130,bing,organic,desktop,2023-10-26,1
825,statics.teams.cdn.office.net,referral,desktop,2023-10-26,2
444,bimswarm.de,referral,desktop,2023-10-26,4
29,(direct),(none),desktop,2023-10-26,16
551,bimswarm.de,referral,desktop,2023-10-25,3
750,bing,organic,desktop,2023-10-25,2
43,(direct),(none),desktop,2023-10-25,14
979,(not set),(not set),desktop,2023-10-25,1
655,(direct),(none),mobile,2023-10-24,2
37,(direct),(none),desktop,2023-10-24,15
448,bing,organic,desktop,2023-10-24,4
4,(direct),(none),desktop,2023-10-23,20
574,google,organic,desktop,2023-10-23,3
978,(not set),(not set),desktop,2023-10-23,1
358,bimswarm.de,referral,desktop,2023-10-23,5
292,bing,organic,desktop,2023-10-23,6
320,(direct),(none),desktop,2023-10-22,5
662,(not set),(not set),desktop,2023-10-22,2
319,(direct),(none),desktop,2023-10-21,5
1055,bimswarm.de,referral,desktop,2023-10-20,1
749,bing,organic,desktop,2023-10-20,2
265,(direct),(none),desktop,2023-10-20,6
791,google,organic,desktop,2023-10-20,2
357,bimswarm.de,referral,desktop,2023-10-19,5
318,(direct),(none),desktop,2023-10-19,5
1129,bing,organic,desktop,2023-10-19,1
1352,statics.teams.cdn.office.net,referral,desktop,2023-10-18,1
174,(direct),(none),desktop,2023-10-18,8
748,bing,organic,desktop,2023-10-18,2
189,bimswarm.de,referral,desktop,2023-10-18,8
747,bing,organic,desktop,2023-10-17,2
824,statics.teams.cdn.office.net,referral,desktop,2023-10-17,2
22,(direct),(none),desktop,2023-10-17,17
550,bimswarm.de,referral,desktop,2023-10-17,3
1257,google,organic,desktop,2023-10-16,1
1351,statics.teams.cdn.office.net,referral,desktop,2023-10-16,1
1128,bing,organic,desktop,2023-10-16,1
443,bimswarm.de,referral,desktop,2023-10-16,4
401,(direct),(none),desktop,2023-10-16,4
940,(direct),(none),mobile,2023-10-15,1
871,(direct),(none),desktop,2023-10-14,1
1256,google,organic,desktop,2023-10-14,1
823,statics.teams.cdn.office.net,referral,desktop,2023-10-13,2
442,bimswarm.de,referral,desktop,2023-10-13,4
573,google,organic,desktop,2023-10-13,3
216,(direct),(none),desktop,2023-10-13,7
1101,bimswarm.de,referral,mobile,2023-10-13,1
1165,digital-bau.com,referral,desktop,2023-10-13,1
143,(direct),(none),desktop,2023-10-12,9
572,google,organic,desktop,2023-10-12,3
1100,bimswarm.de,referral,mobile,2023-10-12,1
441,bimswarm.de,referral,desktop,2023-10-12,4
191,statics.teams.cdn.office.net,referral,desktop,2023-10-12,8
155,bimswarm.de,referral,desktop,2023-10-11,9
977,(not set),(not set),desktop,2023-10-11,1
1255,google,organic,desktop,2023-10-11,1
42,(direct),(none),desktop,2023-10-11,14
1113,bimtagedeutschland.de,referral,mobile,2023-10-11,1
1099,bimswarm.de,referral,mobile,2023-10-11,1
654,(direct),(none),mobile,2023-10-10,2
28,(direct),(none),desktop,2023-10-10,16
556,bing,organic,desktop,2023-10-10,3
1254,google,organic,desktop,2023-10-10,1
236,bimswarm.de,referral,desktop,2023-10-10,7
1054,bimswarm.de,referral,desktop,2023-10-09,1
142,(direct),(none),desktop,2023-10-09,9
790,google,organic,desktop,2023-10-09,2
1053,bimswarm.de,referral,desktop,2023-10-08,1
870,(direct),(none),desktop,2023-10-07,1
939,(direct),(none),mobile,2023-10-07,1
746,bing,organic,desktop,2023-10-06,2
264,(direct),(none),desktop,2023-10-06,6
1253,google,organic,desktop,2023-10-06,1
1052,bimswarm.de,referral,desktop,2023-10-06,1
653,(direct),(none),mobile,2023-10-06,2
555,bing,organic,desktop,2023-10-05,3
652,(direct),(none),mobile,2023-10-05,2
440,bimswarm.de,referral,desktop,2023-10-05,4
1301,linkedin.com,referral,desktop,2023-10-05,1
27,(direct),(none),desktop,2023-10-05,16
745,bing,organic,desktop,2023-10-04,2
317,(direct),(none),desktop,2023-10-04,5
1342,planen-bauen40.de,referral,desktop,2023-10-03,1
626,(direct),(none),desktop,2023-10-03,2
976,(not set),(not set),desktop,2023-10-02,1
744,bing,organic,desktop,2023-10-02,2
571,google,organic,desktop,2023-10-02,3
141,(direct),(none),desktop,2023-10-02,9
503,(direct),(none),desktop,2023-10-01,3
625,(direct),(none),desktop,2023-09-30,2
718,bimswarm.de,referral,desktop,2023-09-29,2
1252,google,organic,desktop,2023-09-29,1
938,(direct),(none),mobile,2023-09-29,1
822,statics.teams.cdn.office.net,referral,desktop,2023-09-29,2
63,(direct),(none),desktop,2023-09-29,12
743,bing,organic,desktop,2023-09-28,2
1051,bimswarm.de,referral,desktop,2023-09-28,1
1098,bimswarm.de,referral,mobile,2023-09-28,1
570,google,organic,desktop,2023-09-28,3
102,(direct),(none),desktop,2023-09-28,10
14,(direct),(none),desktop,2023-09-27,18
188,bimswarm.de,referral,desktop,2023-09-27,8
789,google,organic,desktop,2023-09-27,2
937,(direct),(none),mobile,2023-09-27,1
101,(direct),(none),desktop,2023-09-26,10
788,google,organic,desktop,2023-09-26,2
356,bimswarm.de,referral,desktop,2023-09-26,5
120,bimswarm.de,referral,desktop,2023-09-25,10
569,google,organic,desktop,2023-09-25,3
732,bimswarm.de,referral,mobile,2023-09-25,2
79,(direct),(none),desktop,2023-09-25,11
1050,bimswarm.de,referral,desktop,2023-09-24,1
446,bimswarm.de,referral,mobile,2023-09-24,4
624,(direct),(none),desktop,2023-09-24,2
1049,bimswarm.de,referral,desktop,2023-09-23,1
623,(direct),(none),desktop,2023-09-23,2
717,bimswarm.de,referral,desktop,2023-09-22,2
140,(direct),(none),desktop,2023-09-22,9
651,(direct),(none),mobile,2023-09-22,2
508,(direct),(none),mobile,2023-09-21,3
100,(direct),(none),desktop,2023-09-21,10
509,(direct),(none),tablet,2023-09-21,3
1341,planen-bauen40.de,referral,desktop,2023-09-21,1
235,bimswarm.de,referral,desktop,2023-09-21,7
1097,bimswarm.de,referral,mobile,2023-09-21,1
290,bimswarm.de,referral,desktop,2023-09-20,6
36,(direct),(none),desktop,2023-09-20,15
549,bimswarm.de,referral,desktop,2023-09-19,3
502,(direct),(none),desktop,2023-09-19,3
234,bimswarm.de,referral,desktop,2023-09-18,7
173,(direct),(none),desktop,2023-09-18,8
787,google,organic,desktop,2023-09-18,2
1350,statics.teams.cdn.office.net,referral,desktop,2023-09-18,1
869,(direct),(none),desktop,2023-09-17,1
1048,bimswarm.de,referral,desktop,2023-09-17,1
936,(direct),(none),mobile,2023-09-16,1
439,bimswarm.de,referral,desktop,2023-09-15,4
1251,google,organic,desktop,2023-09-15,1
501,(direct),(none),desktop,2023-09-15,3
548,bimswarm.de,referral,desktop,2023-09-14,3
1279,ingenieurbau-online.de,referral,desktop,2023-09-14,1
99,(direct),(none),desktop,2023-09-14,10
786,google,organic,desktop,2023-09-13,2
1096,bimswarm.de,referral,mobile,2023-09-13,1
233,bimswarm.de,referral,desktop,2023-09-13,7
1278,ingenieurbau-online.de,referral,desktop,2023-09-13,1
215,(direct),(none),desktop,2023-09-13,7
214,(direct),(none),desktop,2023-09-12,7
289,bimswarm.de,referral,desktop,2023-09-12,6
1250,google,organic,desktop,2023-09-12,1
1277,ingenieurbau-online.de,referral,desktop,2023-09-11,1
935,(direct),(none),mobile,2023-09-11,1
568,google,organic,desktop,2023-09-11,3
119,bimswarm.de,referral,desktop,2023-09-11,10
213,(direct),(none),desktop,2023-09-11,7
934,(direct),(none),mobile,2023-09-10,1
1047,bimswarm.de,referral,desktop,2023-09-10,1
868,(direct),(none),desktop,2023-09-09,1
400,(direct),(none),desktop,2023-09-08,4
716,bimswarm.de,referral,desktop,2023-09-08,2
802,linkedin.com,referral,desktop,2023-09-08,2
172,(direct),(none),desktop,2023-09-07,8
793,ingenieurbau-online.de,referral,desktop,2023-09-07,2
288,bimswarm.de,referral,desktop,2023-09-07,6
212,(direct),(none),desktop,2023-09-06,7
287,bimswarm.de,referral,desktop,2023-09-06,6
1164,digital-bau.com,referral,desktop,2023-09-06,1
1276,ingenieurbau-online.de,referral,desktop,2023-09-06,1
118,bimswarm.de,referral,desktop,2023-09-05,10
1249,google,organic,desktop,2023-09-05,1
731,bimswarm.de,referral,mobile,2023-09-05,2
21,(direct),(none),desktop,2023-09-05,17
62,(direct),(none),desktop,2023-09-04,12
187,bimswarm.de,referral,desktop,2023-09-04,8
1194,facebook.com,referral,desktop,2023-09-03,1
399,(direct),(none),desktop,2023-09-03,4
715,bimswarm.de,referral,desktop,2023-09-03,2
658,(direct),(none),tablet,2023-09-03,2
1248,google,organic,desktop,2023-09-01,1
547,bimswarm.de,referral,desktop,2023-09-01,3
139,(direct),(none),desktop,2023-09-01,9
792,google,organic,mobile,2023-09-01,2
867,(direct),(none),desktop,2023-08-31,1
452,google,organic,mobile,2023-08-31,4
933,(direct),(none),mobile,2023-08-31,1
546,bimswarm.de,referral,desktop,2023-08-31,3
1095,bimswarm.de,referral,mobile,2023-08-30,1
545,bimswarm.de,referral,desktop,2023-08-30,3
1163,digital-bau.com,referral,desktop,2023-08-30,1
932,(direct),(none),mobile,2023-08-30,1
316,(direct),(none),desktop,2023-08-30,5
575,google,organic,mobile,2023-08-30,3
355,bimswarm.de,referral,desktop,2023-08-29,5
35,(direct),(none),desktop,2023-08-29,15
1349,statics.teams.cdn.office.net,referral,desktop,2023-08-29,1
1094,bimswarm.de,referral,mobile,2023-08-28,1
1247,google,organic,desktop,2023-08-28,1
34,(direct),(none),desktop,2023-08-28,15
354,bimswarm.de,referral,desktop,2023-08-28,5
714,bimswarm.de,referral,desktop,2023-08-27,2
866,(direct),(none),desktop,2023-08-27,1
950,(direct),(none),tablet,2023-08-26,1
1046,bimswarm.de,referral,desktop,2023-08-26,1
500,(direct),(none),desktop,2023-08-26,3
1093,bimswarm.de,referral,mobile,2023-08-26,1
1193,facebook.com,referral,desktop,2023-08-25,1
26,(direct),(none),desktop,2023-08-25,16
154,bimswarm.de,referral,desktop,2023-08-25,9
650,(direct),(none),mobile,2023-08-25,2
1348,statics.teams.cdn.office.net,referral,desktop,2023-08-25,1
61,(direct),(none),desktop,2023-08-24,12
949,(direct),(none),tablet,2023-08-24,1
117,bimswarm.de,referral,desktop,2023-08-24,10
649,(direct),(none),mobile,2023-08-24,2
438,bimswarm.de,referral,desktop,2023-08-23,4
405,(direct),(none),mobile,2023-08-23,4
211,(direct),(none),desktop,2023-08-23,7
567,google,organic,desktop,2023-08-22,3
437,bimswarm.de,referral,desktop,2023-08-22,4
975,(not set),(not set),desktop,2023-08-22,1
13,(direct),(none),desktop,2023-08-22,18
404,(direct),(none),mobile,2023-08-22,4
263,(direct),(none),desktop,2023-08-21,6
1340,planen-bauen40.de,referral,desktop,2023-08-21,1
948,(direct),(none),tablet,2023-08-21,1
648,(direct),(none),mobile,2023-08-21,2
544,bimswarm.de,referral,desktop,2023-08-21,3
865,(direct),(none),desktop,2023-08-20,1
1192,facebook.com,referral,desktop,2023-08-20,1
398,(direct),(none),desktop,2023-08-19,4
947,(direct),(none),tablet,2023-08-19,1
436,bimswarm.de,referral,desktop,2023-08-18,4
397,(direct),(none),desktop,2023-08-18,4
1191,facebook.com,referral,desktop,2023-08-18,1
1300,linkedin.com,referral,desktop,2023-08-18,1
647,(direct),(none),mobile,2023-08-18,2
730,bimswarm.de,referral,mobile,2023-08-18,2
210,(direct),(none),desktop,2023-08-17,7
1045,bimswarm.de,referral,desktop,2023-08-17,1
646,(direct),(none),mobile,2023-08-17,2
98,(direct),(none),desktop,2023-08-16,10
946,(direct),(none),tablet,2023-08-16,1
713,bimswarm.de,referral,desktop,2023-08-16,2
645,(direct),(none),mobile,2023-08-16,2
171,(direct),(none),desktop,2023-08-15,8
644,(direct),(none),mobile,2023-08-15,2
435,bimswarm.de,referral,desktop,2023-08-15,4
661,(not set),(not set),desktop,2023-08-15,2
1162,digital-bau.com,referral,desktop,2023-08-14,1
931,(direct),(none),mobile,2023-08-14,1
232,bimswarm.de,referral,desktop,2023-08-14,7
396,(direct),(none),desktop,2023-08-14,4
1190,facebook.com,referral,desktop,2023-08-14,1
930,(direct),(none),mobile,2023-08-13,1
622,(direct),(none),desktop,2023-08-12,2
643,(direct),(none),mobile,2023-08-12,2
945,(direct),(none),tablet,2023-08-12,1
986,5lcue.r.bh.d.sendibt3.com,referral,desktop,2023-08-11,1
929,(direct),(none),mobile,2023-08-11,1
621,(direct),(none),desktop,2023-08-11,2
766,facebook.com,referral,desktop,2023-08-11,2
712,bimswarm.de,referral,desktop,2023-08-11,2
144,5lcue.r.a.d.sendibm1.com,referral,desktop,2023-08-11,9
262,(direct),(none),desktop,2023-08-10,6
353,bimswarm.de,referral,desktop,2023-08-10,5
985,5lcue.r.bh.d.sendibt3.com,referral,desktop,2023-08-10,1
1246,google,organic,desktop,2023-08-09,1
499,(direct),(none),desktop,2023-08-09,3
543,bimswarm.de,referral,desktop,2023-08-09,3
642,(direct),(none),mobile,2023-08-09,2
1161,digital-bau.com,referral,desktop,2023-08-08,1
1357,webaccess.abb-rlp.de,referral,desktop,2023-08-08,1
186,bimswarm.de,referral,desktop,2023-08-08,8
20,(direct),(none),desktop,2023-08-08,17
352,bimswarm.de,referral,desktop,2023-08-07,5
315,(direct),(none),desktop,2023-08-07,5
1306,mail.google.com,referral,tablet,2023-08-07,1
928,(direct),(none),mobile,2023-08-06,1
1044,bimswarm.de,referral,desktop,2023-08-06,1
711,bimswarm.de,referral,desktop,2023-08-05,2
1160,digital-bau.com,referral,desktop,2023-08-04,1
97,(direct),(none),desktop,2023-08-04,10
1127,bing,organic,desktop,2023-08-04,1
927,(direct),(none),mobile,2023-08-03,1
710,bimswarm.de,referral,desktop,2023-08-03,2
1126,bing,organic,desktop,2023-08-03,1
3,(direct),(none),desktop,2023-08-03,20
1189,facebook.com,referral,desktop,2023-08-02,1
641,(direct),(none),mobile,2023-08-02,2
314,(direct),(none),desktop,2023-08-02,5
153,bimswarm.de,referral,desktop,2023-08-02,9
1299,linkedin.com,referral,desktop,2023-08-02,1
1188,facebook.com,referral,desktop,2023-08-01,1
1125,bing,organic,desktop,2023-08-01,1
1245,google,organic,desktop,2023-08-01,1
313,(direct),(none),desktop,2023-08-01,5
507,(direct),(none),mobile,2023-08-01,3
231,bimswarm.de,referral,desktop,2023-08-01,7
974,(not set),(not set),desktop,2023-08-01,1
944,(direct),(none),tablet,2023-07-31,1
1244,google,organic,desktop,2023-07-31,1
640,(direct),(none),mobile,2023-07-31,2
138,(direct),(none),desktop,2023-07-31,9
434,bimswarm.de,referral,desktop,2023-07-31,4
765,facebook.com,referral,desktop,2023-07-30,2
864,(direct),(none),desktop,2023-07-30,1
709,bimswarm.de,referral,desktop,2023-07-30,2
639,(direct),(none),mobile,2023-07-30,2
1124,bing,organic,desktop,2023-07-29,1
863,(direct),(none),desktop,2023-07-29,1
638,(direct),(none),mobile,2023-07-29,2
1123,bing,organic,desktop,2023-07-28,1
637,(direct),(none),mobile,2023-07-28,2
973,(not set),(not set),desktop,2023-07-28,1
542,bimswarm.de,referral,desktop,2023-07-28,3
78,(direct),(none),desktop,2023-07-28,11
312,(direct),(none),desktop,2023-07-27,5
541,bimswarm.de,referral,desktop,2023-07-27,3
636,(direct),(none),mobile,2023-07-27,2
1122,bing,organic,desktop,2023-07-27,1
96,(direct),(none),desktop,2023-07-26,10
1043,bimswarm.de,referral,desktop,2023-07-26,1
351,bimswarm.de,referral,desktop,2023-07-25,5
261,(direct),(none),desktop,2023-07-25,6
540,bimswarm.de,referral,desktop,2023-07-24,3
395,(direct),(none),desktop,2023-07-24,4
1121,bing,organic,desktop,2023-07-24,1
1298,linkedin.com,referral,desktop,2023-07-24,1
1042,bimswarm.de,referral,desktop,2023-07-23,1
1107,bimswarm.de,referral,tablet,2023-07-23,1
620,(direct),(none),desktop,2023-07-23,2
1092,bimswarm.de,referral,mobile,2023-07-22,1
926,(direct),(none),mobile,2023-07-22,1
708,bimswarm.de,referral,desktop,2023-07-21,2
1120,bing,organic,desktop,2023-07-21,1
394,(direct),(none),desktop,2023-07-21,4
230,bimswarm.de,referral,desktop,2023-07-20,7
742,bing,organic,desktop,2023-07-20,2
53,(direct),(none),desktop,2023-07-20,13
619,(direct),(none),desktop,2023-07-19,2
185,bimswarm.de,referral,desktop,2023-07-19,8
498,(direct),(none),desktop,2023-07-18,3
539,bimswarm.de,referral,desktop,2023-07-17,3
260,(direct),(none),desktop,2023-07-17,6
741,bing,organic,desktop,2023-07-17,2
1041,bimswarm.de,referral,desktop,2023-07-16,1
618,(direct),(none),desktop,2023-07-16,2
925,(direct),(none),mobile,2023-07-15,1
1243,google,organic,desktop,2023-07-15,1
1040,bimswarm.de,referral,desktop,2023-07-15,1
729,bimswarm.de,referral,mobile,2023-07-15,2
924,(direct),(none),mobile,2023-07-14,1
497,(direct),(none),desktop,2023-07-14,3
1339,planen-bauen40.de,referral,desktop,2023-07-13,1
1159,digital-bau.com,referral,desktop,2023-07-13,1
496,(direct),(none),desktop,2023-07-13,3
1091,bimswarm.de,referral,mobile,2023-07-13,1
707,bimswarm.de,referral,desktop,2023-07-13,2
1196,fs52-live.nmm.de,referral,desktop,2023-07-12,1
1187,facebook.com,referral,desktop,2023-07-12,1
350,bimswarm.de,referral,desktop,2023-07-12,5
393,(direct),(none),desktop,2023-07-12,4
1242,google,organic,desktop,2023-07-12,1
923,(direct),(none),mobile,2023-07-11,1
259,(direct),(none),desktop,2023-07-11,6
538,bimswarm.de,referral,desktop,2023-07-11,3
1090,bimswarm.de,referral,mobile,2023-07-11,1
1305,mail.google.com,referral,tablet,2023-07-11,1
1338,planen-bauen40.de,referral,desktop,2023-07-11,1
1119,bing,organic,desktop,2023-07-11,1
1186,facebook.com,referral,desktop,2023-07-11,1
137,(direct),(none),desktop,2023-07-10,9
184,bimswarm.de,referral,desktop,2023-07-10,8
1241,google,organic,desktop,2023-07-10,1
972,(not set),(not set),desktop,2023-07-10,1
1089,bimswarm.de,referral,mobile,2023-07-09,1
1304,linkedin.com,referral,mobile,2023-07-08,1
819,planen-bauen40.de,referral,desktop,2023-07-07,2
706,bimswarm.de,referral,desktop,2023-07-07,2
1088,bimswarm.de,referral,mobile,2023-07-07,1
495,(direct),(none),desktop,2023-07-07,3
922,(direct),(none),mobile,2023-07-06,1
209,(direct),(none),desktop,2023-07-06,7
1118,bing,organic,desktop,2023-07-06,1
116,bimswarm.de,referral,desktop,2023-07-06,10
1270,google,organic,mobile,2023-07-06,1
803,linkedin.com,referral,mobile,2023-07-06,2
1269,google,organic,mobile,2023-07-05,1
360,bimswarm.de,referral,mobile,2023-07-05,5
1106,bimswarm.de,referral,tablet,2023-07-05,1
208,(direct),(none),desktop,2023-07-05,7
85,bimswarm.de,referral,desktop,2023-07-05,11
566,google,organic,desktop,2023-07-05,3
324,(direct),(none),mobile,2023-07-05,5
392,(direct),(none),desktop,2023-07-04,4
1087,bimswarm.de,referral,mobile,2023-07-04,1
433,bimswarm.de,referral,desktop,2023-07-04,4
537,bimswarm.de,referral,desktop,2023-07-03,3
971,(not set),(not set),desktop,2023-07-03,1
391,(direct),(none),desktop,2023-07-03,4
991,apluss.atlassian.net,referral,desktop,2023-07-03,1
1117,bing,organic,desktop,2023-07-03,1
1158,digital-bau.com,referral,desktop,2023-07-03,1
1157,digital-bau.com,referral,desktop,2023-07-02,1
1268,google,organic,mobile,2023-06-30,1
1337,planen-bauen40.de,referral,desktop,2023-06-30,1
494,(direct),(none),desktop,2023-06-30,3
565,google,organic,desktop,2023-06-30,3
1039,bimswarm.de,referral,desktop,2023-06-30,1
1347,statics.teams.cdn.office.net,referral,desktop,2023-06-29,1
705,bimswarm.de,referral,desktop,2023-06-29,2
617,(direct),(none),desktop,2023-06-29,2
1240,google,organic,desktop,2023-06-29,1
349,bimswarm.de,referral,desktop,2023-06-28,5
390,(direct),(none),desktop,2023-06-28,4
764,facebook.com,referral,desktop,2023-06-27,2
584,statics.teams.cdn.office.net,referral,desktop,2023-06-27,3
152,bimswarm.de,referral,desktop,2023-06-27,9
493,(direct),(none),desktop,2023-06-27,3
818,planen-bauen40.de,referral,desktop,2023-06-27,2
704,bimswarm.de,referral,desktop,2023-06-26,2
785,google,organic,desktop,2023-06-26,2
389,(direct),(none),desktop,2023-06-26,4
1336,planen-bauen40.de,referral,desktop,2023-06-26,1
1086,bimswarm.de,referral,mobile,2023-06-25,1
760,digital-bau.com,referral,desktop,2023-06-23,2
784,google,organic,desktop,2023-06-23,2
862,(direct),(none),desktop,2023-06-23,1
1116,bing,organic,desktop,2023-06-23,1
703,bimswarm.de,referral,desktop,2023-06-23,2
616,(direct),(none),desktop,2023-06-22,2
1038,bimswarm.de,referral,desktop,2023-06-22,1
554,bing,organic,desktop,2023-06-22,3
990,alt.bimswarm.de,referral,desktop,2023-06-22,1
1156,digital-bau.com,referral,desktop,2023-06-22,1
783,google,organic,desktop,2023-06-22,2
740,bing,organic,desktop,2023-06-21,2
1239,google,organic,desktop,2023-06-21,1
258,(direct),(none),desktop,2023-06-21,6
702,bimswarm.de,referral,desktop,2023-06-21,2
1085,bimswarm.de,referral,mobile,2023-06-20,1
363,bing,organic,desktop,2023-06-20,5
1303,linkedin.com,referral,mobile,2023-06-20,1
257,(direct),(none),desktop,2023-06-20,6
817,planen-bauen40.de,referral,desktop,2023-06-20,2
432,bimswarm.de,referral,desktop,2023-06-20,4
1238,google,organic,desktop,2023-06-20,1
970,(not set),(not set),desktop,2023-06-19,1
701,bimswarm.de,referral,desktop,2023-06-19,2
136,(direct),(none),desktop,2023-06-19,9
759,digital-bau.com,referral,desktop,2023-06-19,2
635,(direct),(none),mobile,2023-06-19,2
615,(direct),(none),desktop,2023-06-18,2
323,(direct),(none),mobile,2023-06-17,5
492,(direct),(none),desktop,2023-06-17,3
700,bimswarm.de,referral,desktop,2023-06-16,2
491,(direct),(none),desktop,2023-06-16,3
758,digital-bau.com,referral,desktop,2023-06-16,2
782,google,organic,desktop,2023-06-16,2
1237,google,organic,desktop,2023-06-15,1
757,digital-bau.com,referral,desktop,2023-06-15,2
490,(direct),(none),desktop,2023-06-15,3
1037,bimswarm.de,referral,desktop,2023-06-15,1
135,(direct),(none),desktop,2023-06-14,9
634,(direct),(none),mobile,2023-06-14,2
1084,bimswarm.de,referral,mobile,2023-06-14,1
699,bimswarm.de,referral,desktop,2023-06-14,2
1155,digital-bau.com,referral,desktop,2023-06-14,1
1,(direct),(none),desktop,2023-06-13,24
286,bimswarm.de,referral,desktop,2023-06-13,6
1083,bimswarm.de,referral,mobile,2023-06-13,1
403,(direct),(none),mobile,2023-06-13,4
781,google,organic,desktop,2023-06-13,2
84,bimswarm.de,referral,desktop,2023-06-12,11
134,(direct),(none),desktop,2023-06-12,9
1036,bimswarm.de,referral,desktop,2023-06-11,1
921,(direct),(none),mobile,2023-06-11,1
861,(direct),(none),desktop,2023-06-11,1
860,(direct),(none),desktop,2023-06-10,1
756,digital-bau.com,referral,desktop,2023-06-10,2
52,(direct),(none),desktop,2023-06-09,13
698,bimswarm.de,referral,desktop,2023-06-09,2
1154,digital-bau.com,referral,desktop,2023-06-08,1
489,(direct),(none),desktop,2023-06-08,3
739,bing,organic,desktop,2023-06-08,2
697,bimswarm.de,referral,desktop,2023-06-08,2
969,(not set),(not set),desktop,2023-06-08,1
1035,bimswarm.de,referral,desktop,2023-06-07,1
311,(direct),(none),desktop,2023-06-07,5
633,(direct),(none),mobile,2023-06-07,2
310,(direct),(none),desktop,2023-06-06,5
447,bing,organic,desktop,2023-06-06,4
285,bimswarm.de,referral,desktop,2023-06-06,6
1034,bimswarm.de,referral,desktop,2023-06-05,1
309,(direct),(none),desktop,2023-06-05,5
488,(direct),(none),desktop,2023-06-03,3
1185,facebook.com,referral,desktop,2023-06-03,1
1325,pa-static-ms.azureedge.net,referral,desktop,2023-06-02,1
696,bimswarm.de,referral,desktop,2023-06-02,2
614,(direct),(none),desktop,2023-06-02,2
613,(direct),(none),desktop,2023-06-01,2
695,bimswarm.de,referral,desktop,2023-06-01,2
553,bing,organic,desktop,2023-06-01,3
968,(not set),(not set),desktop,2023-06-01,1
431,bimswarm.de,referral,desktop,2023-05-31,4
728,bimswarm.de,referral,mobile,2023-05-31,2
487,(direct),(none),desktop,2023-05-31,3
308,(direct),(none),desktop,2023-05-30,5
738,bing,organic,desktop,2023-05-30,2
660,(not set),(not set),desktop,2023-05-30,2
284,bimswarm.de,referral,desktop,2023-05-30,6
859,(direct),(none),desktop,2023-05-28,1
920,(direct),(none),mobile,2023-05-28,1
612,(direct),(none),desktop,2023-05-27,2
95,(direct),(none),desktop,2023-05-26,10
1082,bimswarm.de,referral,mobile,2023-05-26,1
536,bimswarm.de,referral,desktop,2023-05-26,3
1236,google,organic,desktop,2023-05-25,1
1033,bimswarm.de,referral,desktop,2023-05-25,1
919,(direct),(none),mobile,2023-05-25,1
1184,facebook.com,referral,desktop,2023-05-25,1
1322,neu.bimswarm.de,referral,desktop,2023-05-25,1
133,(direct),(none),desktop,2023-05-25,9
1081,bimswarm.de,referral,mobile,2023-05-24,1
83,bimswarm.de,referral,desktop,2023-05-24,11
388,(direct),(none),desktop,2023-05-24,4
918,(direct),(none),mobile,2023-05-24,1
1324,pa-static-ms.azureedge.net,referral,desktop,2023-05-23,1
461,neu.bimswarm.de,referral,desktop,2023-05-23,4
1153,digital-bau.com,referral,desktop,2023-05-23,1
229,bimswarm.de,referral,desktop,2023-05-23,7
19,(direct),(none),desktop,2023-05-23,17
46,bimswarm.de,referral,desktop,2023-05-22,14
917,(direct),(none),mobile,2023-05-22,1
170,(direct),(none),desktop,2023-05-22,8
1267,google,organic,mobile,2023-05-22,1
1323,pa-static-ms.azureedge.net,referral,desktop,2023-05-22,1
1321,neu.bimswarm.de,referral,desktop,2023-05-22,1
780,google,organic,desktop,2023-05-22,2
694,bimswarm.de,referral,desktop,2023-05-21,2
387,(direct),(none),desktop,2023-05-21,4
916,(direct),(none),mobile,2023-05-21,1
386,(direct),(none),desktop,2023-05-20,4
915,(direct),(none),mobile,2023-05-20,1
1183,facebook.com,referral,desktop,2023-05-20,1
1032,bimswarm.de,referral,desktop,2023-05-20,1
1320,neu.bimswarm.de,referral,desktop,2023-05-19,1
943,(direct),(none),tablet,2023-05-19,1
385,(direct),(none),desktop,2023-05-19,4
942,(direct),(none),tablet,2023-05-18,1
1182,facebook.com,referral,desktop,2023-05-18,1
858,(direct),(none),desktop,2023-05-18,1
1335,planen-bauen40.de,referral,desktop,2023-05-17,1
809,neu.bimswarm.de,referral,desktop,2023-05-17,2
94,(direct),(none),desktop,2023-05-17,10
348,bimswarm.de,referral,desktop,2023-05-17,5
1235,google,organic,desktop,2023-05-17,1
914,(direct),(none),mobile,2023-05-16,1
1152,digital-bau.com,referral,desktop,2023-05-16,1
1080,bimswarm.de,referral,mobile,2023-05-16,1
115,bimswarm.de,referral,desktop,2023-05-16,10
60,(direct),(none),desktop,2023-05-16,12
535,bimswarm.de,referral,desktop,2023-05-15,3
