,Land,Date,pagePath,Number of Pages,Sessions,Users,Duration,ProductID,Product,Supplier,OrgId
2168,Germany,2022-10-14,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,8,195,ORCA AVA,ORCA Software GmbH,41
2169,Germany,2022-10-14,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,1,1,1,8,195,ORCA AVA,ORCA Software GmbH,41
2170,Germany,2022-10-14,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2171,Germany,2022-10-13,/marktplatz?tab=0&ptgId=45&productId=195,4,2,1,59,195,ORCA AVA,ORCA Software GmbH,41
2172,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,5,195,ORCA AVA,ORCA Software GmbH,41
2173,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,9,195,ORCA AVA,ORCA Software GmbH,41
2174,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,7,195,ORCA AVA,ORCA Software GmbH,41
2175,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2176,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&rating=5,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2177,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&rating=5&rating=4&rating=3,0,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2178,Germany,2022-10-11,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2179,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&rating=5&rating=4&rating=3&rating=2,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2180,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&rating=5&rating=4,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2181,Germany,2022-10-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2182,Germany,2022-10-10,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2183,Germany,2022-10-10,/marktplatz%3Ftab=0&ptgId=45&appSubPro=195&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2184,Germany,2022-10-10,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2185,Germany,2022-10-10,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2186,Germany,2022-10-10,/marktplatz?tab=0&ptgId=45&appSubPro=195&productId=195,0,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2187,Germany,2022-09-28,/marktplatz%3Ftab=0?tab=0&attr=14&rating=5&productId=195,1,1,1,12,195,ORCA AVA,ORCA Software GmbH,41
2188,Germany,2022-09-24,/marktplatz?tab=0&ptgId=45&attr=14&productId=195,1,1,1,41,195,ORCA AVA,ORCA Software GmbH,41
2189,Germany,2022-09-22,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,4,195,ORCA AVA,ORCA Software GmbH,41
2190,Germany,2022-09-22,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,6,195,ORCA AVA,ORCA Software GmbH,41
2191,Germany,2022-09-22,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,1,195,ORCA AVA,ORCA Software GmbH,41
2192,Germany,2022-09-22,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0,195,ORCA AVA,ORCA Software GmbH,41
2193,Germany,2022-09-20,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=195,1,1,1,24,195,ORCA AVA,ORCA Software GmbH,41
2194,Germany,2023-10-24,/marktplatz?tab=0&productId=316,1,1,1,4,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2195,Germany,2023-10-16,/marktplatz?tab=0&attr=124&productId=316,1,1,1,4,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2196,Germany,2023-10-11,/marktplatz?tab=0&attr=118&productId=316,1,1,1,4,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2197,Germany,2023-08-31,/marktplatz?tab=0&productId=316,1,1,1,13,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2198,Germany,2023-05-31,/marktplatz%3Ftab=0?tab=0&productId=316,1,1,1,24,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2199,Germany,2023-05-26,/marktplatz%3Ftab=0?tab=0&productId=316,1,1,1,1,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2200,Germany,2023-05-25,/marktplatz%3Ftab=0?tab=0&productId=316,1,1,1,7,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2201,Germany,2023-05-23,/marktplatz?tab=0&productId=316,1,1,1,66,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2202,Germany,2023-05-02,/marktplatz?tab=0&productId=316,1,1,1,4,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2203,Germany,2023-05-02,/marktplatz%3Ftab=0?tab=0&category=APP&productId=316,1,1,1,19,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2204,Germany,2023-04-25,/marktplatz?tab=0&productId=316,1,1,1,7,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2205,Germany,2023-04-24,/marktplatz?tab=0&productId=316,1,1,1,5,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2206,Germany,2023-04-20,/composer/template/new?tab=0&productId=316,1,1,1,8,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2207,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=64&productId=316,1,1,1,39,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2208,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=64&productId=316,1,1,1,7,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2209,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&productId=316,1,1,1,45,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2210,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66&productId=316,1,1,1,18,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2211,Germany,2023-04-18,/marktplatz?tab=0&productId=316,1,1,1,24,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2212,Germany,2023-04-18,/marktplatz%3Ftab=0?tab=0&productId=316,3,2,2,45,316,AUSSCHREIBEN.DE,ORCA Software GmbH,41
2213,Germany,2023-10-24,/marktplatz?tab=0&productId=207,1,1,1,12,207,BauButler,ambigus GmbH,200
2214,Germany,2023-04-28,/marktplatz%3Ftab=0?tab=0&attr=20&productId=207,1,2,1,30,207,BauButler,ambigus GmbH,200
2215,Germany,2023-04-28,/marktplatz?tab=0&attr=20&productId=207,0,1,1,0,207,BauButler,ambigus GmbH,200
2216,Germany,2022-12-08,/marktplatz%3Ftab=0?tab=0&productId=207,1,1,1,50,207,BauButler,ambigus GmbH,200
2217,Germany,2022-11-18,/marktplatz%3Ftab=0&productId=207?tab=0&productId=207,2,1,1,47,207,BauButler,ambigus GmbH,200
2218,Germany,2022-11-12,/marktplatz%3Ftab=0?tab=0&productId=207,1,1,1,12,207,BauButler,ambigus GmbH,200
2219,Germany,2023-10-24,/marktplatz?tab=0&productId=176,1,1,1,3,176,GRAITEC CS-Statik,GRAITEC Innovation GmbH,170
2220,Germany,2023-08-03,/marktplatz?tab=0&search=graitec&productId=176,1,1,1,7,176,GRAITEC CS-Statik,GRAITEC Innovation GmbH,170
2221,Germany,2022-11-28,/marktplatz?tab=0&search=statik&productId=176,1,1,1,2,176,GRAITEC CS-Statik,GRAITEC Innovation GmbH,170
2222,Germany,2022-11-15,/marktplatz?tab=0&productId=176,1,1,1,84,176,GRAITEC CS-Statik,GRAITEC Innovation GmbH,170
2223,Germany,2023-10-24,/marktplatz?tab=0&productId=175,1,1,1,23,175,GRAITEC Advance Design,GRAITEC Innovation GmbH,170
2224,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=233?tab=0&productId=175,1,1,1,66,175,GRAITEC Advance Design,GRAITEC Innovation GmbH,170
2225,Germany,2023-10-24,/marktplatz?tab=0&productId=174,1,1,1,4,174,GRAITEC Opentree,GRAITEC Innovation GmbH,170
2226,Germany,2023-10-17,/marktplatz?tab=0&attr=79&productId=174,1,1,1,2,174,GRAITEC Opentree,GRAITEC Innovation GmbH,170
2227,Germany,2023-04-15,/marktplatz%3Ftab=0?tab=0&ptgId=7&productId=174,1,1,1,79,174,GRAITEC Opentree,GRAITEC Innovation GmbH,170
2228,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=174,1,1,1,24,174,GRAITEC Opentree,GRAITEC Innovation GmbH,170
2229,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=233?tab=0&productId=174,1,1,1,10,174,GRAITEC Opentree,GRAITEC Innovation GmbH,170
2230,Germany,2023-10-24,/marktplatz?tab=0&productId=177,1,1,1,6,177,GRAITEC Advance Bridge,GRAITEC Innovation GmbH,170
2231,Austria,2023-10-10,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=177,1,1,1,6,177,GRAITEC Advance Bridge,GRAITEC Innovation GmbH,170
2232,Germany,2023-10-24,/marktplatz?tab=0&productId=209,1,1,1,6,209,Bluebeam Revu,Bluebeam GmbH,204
2233,Germany,2023-05-17,/marktplatz%3Ftab=0?tab=0&orgId=204&productId=209,1,1,1,4,209,Bluebeam Revu,Bluebeam GmbH,204
2234,Germany,2023-01-26,/marktplatz?tab=0&search=revu&productId=209,1,1,1,4,209,Bluebeam Revu,Bluebeam GmbH,204
2235,Germany,2023-01-18,/marktplatz?tab=0&rating=5&productId=209,1,1,1,47,209,Bluebeam Revu,Bluebeam GmbH,204
2236,Germany,2023-01-13,/marktplatz%3Ftab=0?tab=0&ptgId=2&attr=5&productId=209,1,1,1,155,209,Bluebeam Revu,Bluebeam GmbH,204
2237,Germany,2023-01-12,/marktplatz?tab=0&productId=209,1,1,1,6,209,Bluebeam Revu,Bluebeam GmbH,204
2238,Germany,2022-12-16,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=209,1,1,1,19,209,Bluebeam Revu,Bluebeam GmbH,204
2239,Germany,2022-11-18,/marktplatz?tab=0&search=blue&productId=209,1,1,1,2,209,Bluebeam Revu,Bluebeam GmbH,204
2240,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=233?tab=0&productId=209,1,1,1,11,209,Bluebeam Revu,Bluebeam GmbH,204
2241,Germany,2023-10-31,/marktplatz?tab=0&productId=237,2,1,1,9,237,[überbau],Metis Systems AG,220
2242,Germany,2023-10-30,/marktplatz?tab=0&productId=237,11,5,4,137,237,[überbau],Metis Systems AG,220
2243,Germany,2023-10-30,/marktplatz?tab=0&appSubPro=237&productId=237,2,2,2,3,237,[überbau],Metis Systems AG,220
2244,Germany,2023-10-27,/marktplatz?tab=0&productId=237,5,3,2,174,237,[überbau],Metis Systems AG,220
2245,Germany,2023-10-26,/marktplatz?tab=0&productId=237,1,1,1,1,237,[überbau],Metis Systems AG,220
2246,Germany,2023-10-24,/marktplatz?tab=0&productId=237,1,1,1,24,237,[überbau],Metis Systems AG,220
2247,Germany,2023-10-23,/marktplatz?tab=0&productId=237,2,2,1,13,237,[überbau],Metis Systems AG,220
2248,Germany,2023-10-18,/marktplatz?tab=0&productId=237,1,1,1,11,237,[überbau],Metis Systems AG,220
2249,Germany,2023-10-13,/marktplatz?tab=0&productId=237,8,3,3,49,237,[überbau],Metis Systems AG,220
2250,Germany,2023-10-13,/marktplatz?tab=0&category=APP&productId=237,1,1,1,7,237,[überbau],Metis Systems AG,220
2251,Germany,2023-10-10,/marktplatz?tab=0&productId=237,1,1,1,57,237,[überbau],Metis Systems AG,220
2252,Germany,2023-09-29,/marktplatz?tab=0&attr=31&productId=237,6,1,1,45,237,[überbau],Metis Systems AG,220
2253,Germany,2023-09-27,/marktplatz?tab=0&productId=237,1,1,1,46,237,[überbau],Metis Systems AG,220
2254,Germany,2023-09-12,/marktplatz?tab=0&productId=237,1,1,1,0,237,[überbau],Metis Systems AG,220
2255,Germany,2023-08-07,/marktplatz?tab=0&productId=237,1,1,1,29,237,[überbau],Metis Systems AG,220
2256,Germany,2023-07-26,/marktplatz?tab=0&productId=237,1,1,1,18,237,[überbau],Metis Systems AG,220
2257,Germany,2023-07-10,/marktplatz?tab=0&productId=237,1,1,1,18,237,[überbau],Metis Systems AG,220
2258,Germany,2023-07-04,/marktplatz?tab=0&productId=237,1,1,1,13,237,[überbau],Metis Systems AG,220
2259,Germany,2023-06-19,/marktplatz?tab=0&search=metis&productId=237,1,1,1,11,237,[überbau],Metis Systems AG,220
2260,Germany,2023-05-17,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,6,237,[überbau],Metis Systems AG,220
2261,Austria,2023-04-05,/marktplatz?tab=0&productId=237,1,1,1,14,237,[überbau],Metis Systems AG,220
2262,Germany,2023-04-04,/marktplatz%3Ftab=0?tab=0&productId=237,0,1,1,0,237,[überbau],Metis Systems AG,220
2263,Germany,2023-04-04,/marktplatz?tab=0&productId=237,0,1,1,0,237,[überbau],Metis Systems AG,220
2264,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,6,237,[überbau],Metis Systems AG,220
2265,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,22,237,[überbau],Metis Systems AG,220
2266,Germany,2023-03-28,/marktplatz?tab=0&productId=237,1,1,1,84,237,[überbau],Metis Systems AG,220
2267,Germany,2023-03-27,/marktplatz?tab=0&productId=237,1,1,1,4,237,[überbau],Metis Systems AG,220
2268,Germany,2023-03-20,/marktplatz?tab=0&productId=237,0,1,1,0,237,[überbau],Metis Systems AG,220
2269,Germany,2023-03-20,/marktplatz%3Ftab=0?tab=0&productId=237,1,2,1,1,237,[überbau],Metis Systems AG,220
2270,Germany,2023-03-10,/marktplatz?tab=0&productId=237,1,1,1,2,237,[überbau],Metis Systems AG,220
2271,Austria,2023-03-07,/marktplatz?tab=0&productId=237,1,1,1,7,237,[überbau],Metis Systems AG,220
2272,Germany,2023-02-14,/marktplatz?tab=0&productId=237,1,1,1,15,237,[überbau],Metis Systems AG,220
2273,Germany,2023-02-09,/marktplatz?tab=0&productId=237,1,1,1,58,237,[überbau],Metis Systems AG,220
2274,Germany,2023-02-01,/marktplatz%3Ftab=0&ptgId=57?tab=0&ptgId=19&productId=237,2,1,1,37,237,[überbau],Metis Systems AG,220
2275,Germany,2022-12-01,/marktplatz?tab=0&attr=108&productId=237,1,1,1,9,237,[überbau],Metis Systems AG,220
2276,Switzerland,2022-11-28,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,12,237,[überbau],Metis Systems AG,220
2277,Switzerland,2022-11-28,/marktplatz?tab=0&productId=237,0,1,1,0,237,[überbau],Metis Systems AG,220
2278,Germany,2022-11-22,/marktplatz%3Ftab=0&ptgId=1?tab=0&attr=12&attr=1&attr=14&attr=93&productId=237,1,1,1,334,237,[überbau],Metis Systems AG,220
2279,Germany,2022-11-12,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,188,237,[überbau],Metis Systems AG,220
2281,Germany,2022-11-10,/marktplatz%3Ftab=0&productId=237?tab=0&productId=237,2,1,1,27,237,[überbau],Metis Systems AG,220
2282,Germany,2022-11-10,/marktplatz%3Ftab=0&productId=237?tab=0,2,1,1,8,237,[überbau],Metis Systems AG,220
2283,Germany,2022-11-08,/marktplatz%3Ftab=0&productId=237?tab=0,1,2,1,23,237,[überbau],Metis Systems AG,220
2284,Germany,2022-11-08,/marktplatz%3Ftab=0&productId=237?tab=0&productId=237,2,1,1,33,237,[überbau],Metis Systems AG,220
2285,Germany,2022-10-27,/login?tab=0&productId=237,3,1,1,5,237,[überbau],Metis Systems AG,220
2286,Germany,2022-10-20,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,2,237,[überbau],Metis Systems AG,220
2287,Germany,2022-10-19,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&productId=237,1,1,1,11,237,[überbau],Metis Systems AG,220
2288,Germany,2022-10-19,/marktplatz%3Ftab=0?tab=0&productId=237,2,1,1,9,237,[überbau],Metis Systems AG,220
2289,Germany,2022-10-17,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&productId=237,1,1,1,1,237,[überbau],Metis Systems AG,220
2290,Germany,2022-10-13,/marktplatz?tab=0&productId=237,1,1,1,24,237,[überbau],Metis Systems AG,220
2291,Germany,2022-09-27,/marktplatz?tab=0&productId=237,1,1,1,1,237,[überbau],Metis Systems AG,220
2292,Germany,2022-09-26,/marktplatz?tab=0&productId=237,1,1,1,3,237,[überbau],Metis Systems AG,220
2293,Germany,2022-09-26,/privacy?tab=0&productId=237,1,1,1,4,237,[überbau],Metis Systems AG,220
2294,Germany,2022-09-22,/marktplatz%3Ftab=0&productId=3?tab=0&productId=237,1,1,1,2,237,[überbau],Metis Systems AG,220
2295,Germany,2023-10-24,/marktplatz?tab=0&productId=219,1,1,1,3,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2296,Germany,2023-09-07,/marktplatz?tab=0&attr=101&attr=23&attr=22&productId=219,1,1,1,9,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2297,Germany,2023-06-28,/marktplatz?tab=0&productId=219,1,1,1,36,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2298,Germany,2023-05-26,/marktplatz?tab=0&category=APP&productId=219,1,1,1,8,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2299,Austria,2023-04-05,/marktplatz?tab=0&productId=219,1,1,1,19,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2300,Austria,2023-03-07,/marktplatz?tab=0&productId=219,1,1,1,3,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2301,Germany,2023-02-18,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=219,1,1,1,22,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2302,Austria,2023-01-16,/marktplatz?tab=0&attr=30&productId=219,1,1,1,42,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2303,Austria,2022-12-21,/marktplatz?tab=0&ptgId=45&attr=14&attr=118&attr=29&attr=125&attr=85&attr=108&attr=2&attr=1&attr=4&attr=6&attr=10&attr=11&attr=114&productId=219,1,1,1,17,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2304,Germany,2022-12-08,/marktplatz?tab=0&ptgId=45&ptgId=29&attr=14&productId=219,2,1,1,69,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2305,Germany,2022-11-15,/marktplatz?tab=0&attr=107&productId=219,1,1,1,42,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2306,Germany,2022-10-11,/marktplatz?tab=0&search=Win&productId=219,1,1,1,77,219,BauSU® für Windows,Bau-Software Unternehmen GmbH,207
2307,Germany,2023-10-24,/marktplatz?tab=0&productId=265,2,1,1,6,265,digitale Plattform,Hi. - HANDWERKinnovativ KVT GmbH,235
2308,Germany,2023-10-24,/marktplatz?tab=0&productId=180,1,1,1,73,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2309,Germany,2023-09-21,/marktplatz?tab=0&ptgId=45&productId=180,1,1,1,932,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2310,Austria,2023-04-05,/marktplatz?tab=0&productId=180,1,1,1,2,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2311,Germany,2023-04-05,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&productId=180,1,1,1,13,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2312,Germany,2023-03-13,/marktplatz?tab=0&ptgId=45&productId=180,1,1,1,10,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2313,Austria,2023-03-07,/marktplatz?tab=0&productId=180,1,1,1,10,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2314,Germany,2022-11-23,/marktplatz?tab=0&attr=5&attr=6&attr=21&attr=22&productId=180,1,2,1,854,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2315,Germany,2022-11-12,/marktplatz%3Ftab=0?tab=0&productId=180,1,1,1,24,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2316,Germany,2022-11-07,/marktplatz%3Ftab=0&attr=23?tab=0&attr=23&attr=2&productId=180,1,1,1,8,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2317,Germany,2022-10-20,/marktplatz%3Ftab=0?tab=0&productId=180,1,1,1,6,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2318,Germany,2022-10-13,/marktplatz?tab=0&ptgId=45&productId=180,2,1,1,7,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2319,Germany,2022-10-04,/marktplatz?tab=0&productId=180,1,1,1,7,180,ARCHITEXT Pallas,ARCHITEXT Software GmbH,172
2320,Germany,2023-10-24,/marktplatz?tab=0&productId=128,1,1,1,4,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2321,Germany,2023-10-21,/marktplatz?tab=0&attr=81&productId=128,1,1,1,490,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2322,Germany,2023-10-13,/marktplatz?tab=0&ptgId=13&attr=125&productId=128,1,1,1,11,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2323,Germany,2023-08-08,/marktplatz?tab=0&productId=128,1,1,1,319,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2324,Germany,2023-03-14,/marktplatz%3Ftab=0&search=GAMMA%20AR?tab=0&productId=128,1,1,1,77,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2325,Germany,2023-02-14,/marktplatz?tab=0&ptgId=26&attr=125&productId=128,1,1,1,11,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2326,Liechtenstein,2022-10-18,/marktplatz%3Ftab=0?tab=0&ptgId=26&productId=128,2,1,1,71,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2327,Germany,2022-10-11,/marktplatz?tab=0&search=HoloBuilder%E2%84%A2&productId=128,1,1,1,2,128,HoloBuilder™,"HoloBuilder, Inc., a FARO® Technologies company",102
2328,Germany,2023-10-30,/marktplatz?tab=0&search=KorFin%C2%AE&productId=229,1,2,1,3,229,KorFin®,A+S Consult GmbH,214
2329,Germany,2023-10-24,/marktplatz?tab=0&productId=229,2,1,1,4,229,KorFin®,A+S Consult GmbH,214
2330,Germany,2023-10-20,/marktplatz?tab=0&ptgId=55&productId=229,1,1,1,56,229,KorFin®,A+S Consult GmbH,214
2331,Germany,2023-10-19,/marktplatz?tab=0&attr=79&productId=229,1,1,1,24,229,KorFin®,A+S Consult GmbH,214
2332,Germany,2023-09-29,/marktplatz?tab=0&search=KorFin%C2%AE&productId=229,1,1,1,10,229,KorFin®,A+S Consult GmbH,214
2333,Germany,2023-09-27,/marktplatz?tab=0&orgId=214&productId=229,1,1,1,9,229,KorFin®,A+S Consult GmbH,214
2334,Germany,2023-08-07,/marktplatz?tab=0&attr=86&appSubPro=229&productId=229,1,1,1,1,229,KorFin®,A+S Consult GmbH,214
2335,Germany,2023-08-07,/marktplatz?tab=0&search=breeze&attr=86&productId=229,1,1,1,112,229,KorFin®,A+S Consult GmbH,214
2336,Germany,2023-07-10,/marktplatz?tab=0&orgId=214&productId=229,1,2,1,4,229,KorFin®,A+S Consult GmbH,214
2337,Germany,2023-07-06,/marktplatz?tab=0&ptgId=55&productId=229,1,1,1,8,229,KorFin®,A+S Consult GmbH,214
2338,Germany,2023-06-28,/marktplatz?tab=0&productId=229,1,1,1,100,229,KorFin®,A+S Consult GmbH,214
2339,Germany,2023-01-10,/marktplatz%3Ftab=0&productId=254?tab=0&productId=229,1,1,1,74,229,KorFin®,A+S Consult GmbH,214
2340,Germany,2022-11-15,/marktplatz?tab=0&attr=99&productId=229,1,1,1,62,229,KorFin®,A+S Consult GmbH,214
2341,Germany,2022-10-24,/marktplatz?tab=0&attr=86&productId=229,1,1,1,21,229,KorFin®,A+S Consult GmbH,214
2342,Germany,2022-10-11,/marktplatz?tab=0&ptgId=55&productId=229,1,1,1,0,229,KorFin®,A+S Consult GmbH,214
2343,Germany,2022-09-19,/marktplatz%3Ftab=0&search=specter?tab=0&attr=86&productId=229,1,1,1,45,229,KorFin®,A+S Consult GmbH,214
2344,Germany,2023-10-24,/marktplatz?tab=0&productId=165,1,1,1,6,165,DIG-CAD 6 Aufmaß,MWM Software & Beratung GmbH,38
2345,Germany,2023-10-24,/marktplatz?tab=0&productId=55,1,1,1,5,55,MWM-Pisa,MWM Software & Beratung GmbH,38
2346,Germany,2023-10-24,/marktplatz?tab=0&productId=163,1,1,1,5,163,MWM-Primo,MWM Software & Beratung GmbH,38
2347,Germany,2023-10-24,/marktplatz?tab=0&productId=54,1,1,1,9,54,MWM-Libero,MWM Software & Beratung GmbH,38
2348,Germany,2022-11-15,/marktplatz?tab=0&productId=54,1,1,1,219,54,MWM-Libero,MWM Software & Beratung GmbH,38
2349,Germany,2022-11-09,/marktplatz%3Ftab=0&appSubPro=54&productId=54?tab=0&appSubPro=54&productId=54,1,2,1,0,54,MWM-Libero,MWM Software & Beratung GmbH,38
2350,Germany,2022-11-09,/marktplatz?tab=0&appSubPro=54&productId=54,1,3,1,1,54,MWM-Libero,MWM Software & Beratung GmbH,38
2351,Germany,2022-11-09,/marktplatz?tab=0&search=MWM-Libero&productId=54,0,1,1,0,54,MWM-Libero,MWM Software & Beratung GmbH,38
2352,Germany,2023-10-24,/marktplatz?tab=0&productId=91,1,1,1,5,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2353,Germany,2023-10-11,/marktplatz?tab=0&productId=91,2,1,1,32,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2354,Germany,2023-09-28,/marktplatz?tab=0&productId=91,1,1,1,15,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2355,Germany,2023-09-28,/marktplatz?tab=0&appSubPro=91&productId=91,1,1,1,0,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2356,Germany,2023-09-27,/marktplatz?tab=0&productId=91,1,1,1,1,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2357,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0&rating=5&productId=91,1,1,1,2,91,ARES Trinity of CAD Software,Gräbert GmbH,71
2358,Germany,2023-02-26,/marktplatz?tab=0&attr=110&productId=91,1,1,1,140,91,ARES Trinity of CAD Software,Gräbert GmbH,71
