Date,Land,pagePath,Number of Pages,Sessions,Users,Duration
2023-02-18,Germany,/marktplatz%3Ftab=1?tab=1,1,1,1,0
2023-02-18,Germany,/marktplatz%3Ftab=0?tab=0&attr=5,1,1,1,1
2023-02-18,Germany,/marktplatz%3Ftab=2?tab=2,1,1,1,2
2023-02-18,Germany,/marktplatz?tab=0,1,1,1,0
2023-02-18,Germany,/marktplatz,6,2,2,2
2023-02-18,Germany,/marktplatz%3Ftab=0?tab=0,5,2,2,36
2023-02-18,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=45,5,1,1,106
2023-02-18,Switzerland,/marktplatz%3Ftab=0&productId=143?tab=0&productId=143,2,1,1,5
2023-02-18,Switzerland,/marktplatz?tab=0,2,3,2,2
2023-02-18,Switzerland,/marktplatz?tab=0&productId=203,2,1,1,21
2023-02-18,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=108,1,1,1,6
2023-02-18,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=195,1,1,1,8
2023-02-17,China,/marktplatz,2,2,2,35
2023-02-17,Germany,/marktplatz?tab=0,2,2,2,57
2023-02-17,Germany,/marktplatz,2,1,1,1
2023-02-17,China,/marktplatz?tab=0,1,1,1,4
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP,2,1,1,86
2023-02-16,Germany,/organisations/9/information,2,1,1,0
2023-02-16,Switzerland,/marktplatz?tab=0,3,2,1,44
2023-02-16,Germany,/marktplatz?tab=0,4,2,1,23
2023-02-16,Germany,/marktplatz%3Ftab=0&ptgId=23&appSubPro=147&productId=147?tab=0&ptgId=23&appSubPro=147&productId=147,4,2,1,23
2023-02-16,Germany,/marktplatz,4,2,1,2
2023-02-16,Norway,/marktplatz%3Ftab=0&attr=14?tab=0&attr=14,3,1,1,77
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31&attr=80&attr=81&attr=91&productId=230,1,1,1,529
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31&attr=80&attr=81,1,1,1,9
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31&attr=80,1,1,1,1
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31,1,1,1,31
2023-02-16,Germany,/marktplatz?tab=0&category=CONTENT,2,2,1,200
2023-02-16,Czechia,/marktplatz%3Ftab=0&search=Nachhaltigkeit?tab=0&search=Nachhaltigkeit,1,1,1,6
2023-02-16,Czechia,/marktplatz%3Ftab=0&search=Nachhaltiogkeit?tab=0&search=Nachhaltiogkeit,2,1,1,50
2023-02-16,Czechia,/marktplatz%3Ftab=0&search=Nachhaltiogkeit?tab=0&search=Nachhaltigkeit,1,1,1,24
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31&attr=80&attr=81&attr=91,2,1,1,9
2023-02-16,Norway,/marktplatz,2,1,1,0
2023-02-16,Germany,/marktplatz?tab=0&ptgId=23&appSubPro=147&productId=147,1,3,2,0
2023-02-16,Switzerland,/marktplatz?tab=0&appSubPro=242&productId=242,2,2,1,4
2023-02-16,Germany,/marktplatz?tab=0&category=SERVICE,1,1,1,5
2023-02-16,Germany,/marktplatz?tab=0&category=CONTENT&attr=124,1,1,1,1
2023-02-16,Germany,/marktplatz?tab=0&category=APP,1,1,1,2
2023-02-16,Germany,/marktplatz?tab=0&attr=124,1,1,1,19
2023-02-16,Germany,/marktplatz%3Ftab=0&ptgId=23&appSubPro=147&productId=147?tab=1,1,1,1,43
2023-02-16,Czechia,/marktplatz%3Ftab=0&search=ESG?tab=0&search=ESG,1,1,1,2
2023-02-16,France,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&attr=31&attr=80&attr=81&attr=91&productId=233,2,1,1,47
2023-02-15,Germany,/login%3Fcode=flys8k?tab=0,1,1,1,12
2023-02-15,Germany,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,1
2023-02-15,Germany,/marktplatz%3Ftab=0&ptgId=29?tab=0&ptgId=29,1,1,1,0
2023-02-15,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=26,1,1,1,6
2023-02-15,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=26&attr=125&productId=252,1,1,1,15
2023-02-15,Germany,/marktplatz?tab=0&rating=5&rating=4,1,1,1,1
2023-02-15,Germany,/marktplatz%3Ftab=0&productId=210?tab=0,1,2,1,1
2023-02-15,Germany,/resetPassword,2,2,2,18
2023-02-15,Germany,/login,5,2,2,22
2023-02-15,Germany,/marktplatz?tab=0,5,7,5,27
2023-02-15,Germany,/,1,5,5,28
2023-02-15,Germany,/login%3Fcode=3iaAwU?code=3iaAwU,1,1,1,2
2023-02-15,Germany,/login%3Fcode=YdKgGE?code=YdKgGE,1,1,1,1
2023-02-15,Germany,/login%3Fcode=flys8k,1,1,1,1
2023-02-15,Germany,/login%3Fcode=flys8k?code=flys8k,1,1,1,0
2023-02-15,Germany,/marktplatz%3Ftab=0&productId=210?tab=2&orgId=202&organisationId=202,1,2,1,197
2023-02-15,Germany,/login%3Fcode=sfeFBW?code=sfeFBW,1,1,1,0
2023-02-15,Germany,/login%3Fcode=flys8k?tab=0&search=Archicad&productId=124,1,1,1,2
2023-02-15,Germany,/marktplatz?tab=2&search=DiConneX%20GmbH,1,1,1,1
2023-02-15,Germany,/marktplatz?tab=2,1,1,1,47
2023-02-15,Germany,/login%3Fcode=sfeFBW,4,1,1,37
2023-02-15,Germany,/registry,3,1,1,82
2023-02-15,Germany,/marktplatz%3Ftab=0?tab=0,2,1,1,146
2023-02-15,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=26&attr=125,2,1,1,102
2023-02-15,Germany,/login%3Fcode=flys8k?tab=0&search=Archicad,2,1,1,37
2023-02-15,Germany,/login%3Fcode=sfeFBW?tab=0,2,1,1,4
2023-02-15,Germany,/marktplatz%3Ftab=0&productId=210?tab=0&productId=210,2,1,1,3
2023-02-15,Germany,/organisations/254/information,32,2,1,1781
2023-02-15,Germany,/marktplatz,29,4,4,1178
2023-02-14,Germany,/login%3Fcode=psIrno?code=psIrno,1,1,1,2
2023-02-14,Germany,/marktplatz?tab=0&search=gamma,1,1,1,9
2023-02-14,Germany,/marktplatz?tab=0&search=strakon,1,1,1,8
2023-02-14,Germany,/marktplatz?tab=1&search=strakon,1,1,1,4
2023-02-14,Germany,/marktplatz?tab=2&search=strakon&orgId=186&organisationId=186,1,1,1,17
2023-02-14,Germany,/resetPassword,1,1,1,16
2023-02-14,Bulgaria,/marktplatz?tab=0,1,1,1,0
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26&attr=125,4,1,1,48
2023-02-14,Bulgaria,/marktplatz,1,1,1,3
2023-02-14,Germany,/marktplatz?tab=0&search=ecad&productId=130,1,1,1,8
2023-02-14,Germany,/marktplatz?tab=0&search=strakon&productId=193,2,1,1,7
2023-02-14,Germany,/marktplatz%3Ftab=0?tab=0,2,1,1,24
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten&attr=14&attr=27&attr=117&category=APP,2,1,1,11
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten,2,1,1,26
2023-02-14,Norway,/marktplatz,2,1,1,1
2023-02-14,Norway,/marktplatz?tab=0,2,2,1,51
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26,3,1,1,9
2023-02-14,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,2,1,4
2023-02-14,Germany,/marktplatz?tab=0&search=ar,1,1,1,5
2023-02-14,Germany,/marktplatz?tab=0&search=ecad,1,1,1,11
2023-02-14,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=21,1,2,1,1
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten&attr=14&attr=27,1,1,1,3
2023-02-14,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten&attr=14,1,1,1,6
2023-02-14,Germany,/marktplatz?tab=0&search=dicad,1,1,1,8
2023-02-14,Germany,/marktplatz?tab=0&productId=204,1,1,1,4
2023-02-14,Germany,/marktplatz?tab=0&productId=237,1,1,1,15
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26&attr=125&productId=116,1,1,1,8
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26&attr=125&productId=128,1,1,1,11
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&productId=154,1,1,1,1
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&productId=143,1,1,1,2
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten&attr=14&attr=27&attr=117,1,1,1,1
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0,1,1,1,3
2023-02-14,Germany,/marktplatz%3Ftab=0?tab=0&ptgId=45,1,1,1,37
2023-02-14,Germany,/marktplatz,14,4,4,49
2023-02-14,Germany,/marktplatz%3Ftab=0&search=baudaten?tab=0&search=baudaten&attr=14&attr=27&attr=117&category=CONTENT,1,1,1,2
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26&attr=125&productId=61,1,1,1,3
2023-02-14,Germany,/marktplatz?tab=0&ptgId=26&productId=44,1,1,1,15
2023-02-14,Germany,/marktplatz?tab=0&ptgId=5,1,1,1,5
2023-02-14,Germany,/marktplatz?tab=0&ptgId=5&ptgId=26,1,1,1,10
2023-02-14,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,0
2023-02-14,Germany,/marktplatz?tab=0&search=asfinag,1,1,1,1
2023-02-14,Germany,/marktplatz?tab=0,9,8,7,206
2023-02-13,Germany,/marktplatz%3Ftab=0?tab=0,3,2,2,3
2023-02-13,Germany,/marktplatz?tab=0,3,4,3,2
2023-02-13,Norway,/marktplatz%3Ftab=0,2,1,1,21
2023-02-13,Germany,/marktplatz%3Ftab=0&search=cafm?tab=0&search=cafm,2,1,1,25
2023-02-13,Germany,/marktplatz%3Ftab=0?tab=0&productId=289,1,1,1,105
2023-02-13,Austria,/marktplatz?tab=0,2,1,1,99
2023-02-13,Austria,/marktplatz,3,1,1,62
2023-02-13,Germany,/marktplatz,4,4,4,3
2023-02-13,Germany,/marktplatz%3Ftab=0&search=cafm?tab=0,1,1,1,12
2023-02-13,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-12,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-11,United States,/marktplatz,4,4,4,19
2023-02-11,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-11,United States,/marktplatz?tab=0,4,4,4,8
2023-02-10,Germany,/marktplatz?tab=0&productId=143,2,3,2,31
2023-02-10,Germany,/marktplatz?tab=0&category=CONTENT&attr=27,2,1,1,27
2023-02-10,Germany,/marktplatz?tab=0&category=CONTENT,2,1,1,114
2023-02-10,Germany,/marktplatz?tab=0&category=APP&ptgId=26,2,1,1,79
2023-02-10,Germany,/marktplatz?tab=0&category=APP&productId=203,2,1,1,254
2023-02-10,Germany,/marktplatz%3Ftab=0?tab=0,2,2,2,1
2023-02-10,Germany,/marktplatz?tab=1,1,1,1,230
2023-02-10,Germany,/marktplatz%3Ftab=0,2,2,2,10
2023-02-10,Germany,/marktplatz?tab=0&search=ev,1,1,1,10
2023-02-10,Germany,/login%3Fcode=69pY-x?code=69pY-x,1,1,1,0
2023-02-10,Germany,/login%3Fcode=FgTnyZ?code=FgTnyZ,1,1,1,0
2023-02-10,Germany,/login%3Fcode=ZNk2Eu?code=ZNk2Eu,1,1,1,0
2023-02-10,Germany,/login%3Fcode=zyqlb7?code=zyqlb7,1,1,1,0
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=143,1,1,1,18
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=143?tab=0&appSubPro=143&productId=143,1,1,1,2
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=143?tab=0&productId=143,1,1,1,1
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=3,1,1,1,25
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=3?tab=0,1,1,1,4
2023-02-10,Germany,/marktplatz%3Ftab=0?tab=0&productId=143,1,1,1,7
2023-02-10,Germany,/marktplatz%3Ftab=0?tab=0&productId=154,1,1,1,6
2023-02-10,Germany,/marktplatz?tab=0&attr=27&ptgId=1,1,2,1,12
2023-02-10,Germany,/marktplatz?tab=0&category=APP&ptgId=26&productId=252,1,1,1,16
2023-02-10,Germany,/marktplatz?tab=0&category=CONTENT&attr=27&productId=188,1,1,1,110
2023-02-10,Germany,/marktplatz?tab=0&category=CONTENT&attr=27&ptgId=1,1,1,1,2
2023-02-10,Germany,/marktplatz?tab=0&productId=3,1,1,1,35
2023-02-10,Germany,/marktplatz?tab=0&search=Bild,1,1,1,17
2023-02-10,Germany,/marktplatz?tab=0&search=av,1,1,1,7
2023-02-10,Germany,/marktplatz?tab=0&search=ava,1,1,1,9
2023-02-10,Germany,/marktplatz?tab=0&search=bild,1,1,1,1
2023-02-10,Germany,/marktplatz?tab=0&search=cali,1,1,1,1
2023-02-10,Germany,/marktplatz?tab=0&search=cali&productId=198,1,1,1,49
2023-02-10,Germany,/marktplatz?tab=0&search=en,1,1,1,1
2023-02-10,Germany,/marktplatz%3Ftab=0&productId=3?tab=0&productId=3,2,1,1,2
2023-02-10,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,2,2,1,0
2023-02-10,Germany,/marktplatz?tab=0,16,4,3,694
2023-02-10,Germany,/marktplatz?tab=0&category=APP,3,1,1,119
2023-02-10,Norway,/marktplatz%3Ftab=0&category=CONTENT?tab=0&category=SERVICE&ptgId=2,2,1,1,44
2023-02-10,Germany,/marktplatz,17,4,3,15
2023-02-10,Norway,/marktplatz%3Ftab=0&category=CONTENT?tab=0&category=CONTENT,3,1,1,73
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=1,1,1,1,139
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&attr=117,1,1,1,1
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT,1,1,1,8
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT,1,1,1,9
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&certifiId=29,1,1,1,1
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&certifiId=29&productId=195,1,1,1,6
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=1&certifiId=9&certificationId=9,1,1,1,132
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&category=CONTENT,1,1,1,32
2023-02-09,Germany,/marktplatz?tab=0&productId=143,1,1,1,14
2023-02-09,Germany,/marktplatz?tab=0&productId=237,1,1,1,58
2023-02-09,Germany,/marktplatz?tab=1,1,2,1,24
2023-02-09,Germany,/marktplatz,4,2,2,2
2023-02-09,Germany,/marktplatz?tab=0,4,4,4,47
2023-02-09,Germany,/marktplatz?tab=0&category=CONTENT,1,1,1,6
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,0
2023-02-09,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,3,2,1,0
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,3,1,1,23
2023-02-09,Germany,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,3,2,1,53
2023-02-08,Germany,/marktplatz?tab=2,1,1,1,3
2023-02-08,Germany,/marktplatz?tab=0&search=Mengen,1,1,1,9
2023-02-08,Germany,/marktplatz?tab=0,9,5,5,228
2023-02-08,Germany,/marktplatz,8,3,3,16
2023-02-08,Germany,/marktplatz%3Ftab=0&ptgId=57?tab=0&ptgId=57,2,1,1,38
2023-02-08,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-08,Germany,/marktplatz?tab=0&category=CONTENT,1,1,1,33
2023-02-08,Germany,/marktplatz?tab=0&category=SERVICE,1,1,1,11
2023-02-08,Germany,/marktplatz?tab=0&productId=3,1,1,1,9
2023-02-08,Germany,/marktplatz?tab=0&ptgId=23,1,1,1,1
2023-02-08,Germany,/marktplatz?tab=0&ptgId=23&productId=147,1,1,1,90
2023-02-08,Germany,/marktplatz?tab=0&ptgId=27,1,1,1,1
2023-02-08,Germany,/marktplatz?tab=0&ptgId=41,1,1,1,1
2023-02-08,Germany,/marktplatz?tab=0&ptgId=58,1,1,1,24
2023-02-08,Germany,/marktplatz?tab=0&ptgId=58&ptgId=7,1,1,1,1
2023-02-08,Germany,/marktplatz?tab=0&ptgId=58&ptgId=7&productId=280,1,1,1,10
2023-02-08,Germany,/marktplatz?tab=0&search=AVA,1,1,1,9
2023-02-08,Germany,/marktplatz?tab=0&search=IFC,1,1,1,9
2023-02-08,Germany,/marktplatz?tab=0&search=IFC4,1,1,1,10
2023-02-07,Germany,/marktplatz?tab=0,2,3,3,4
2023-02-07,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,2,1,1,0
2023-02-07,Germany,/marktplatz%3Ftab=0?tab=0,2,2,2,2
2023-02-07,Norway,/marktplatz%3Ftab=0?tab=0,3,2,1,44
2023-02-07,Norway,/marktplatz?tab=0,4,1,1,442
2023-02-07,Norway,/marktplatz,5,2,1,5
2023-02-07,Germany,/marktplatz,5,2,2,18
2023-02-07,Germany,/marktplatz?tab=1,1,1,1,12
2023-02-07,Germany,/marktplatz?tab=0&category=APP,1,1,1,8
2023-02-07,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT,1,1,1,25
2023-02-06,Germany,/organisations/undefined/products,14,2,1,78
2023-02-06,Germany,/marktplatz?tab=0&productId=70,1,1,1,4
2023-02-06,Germany,/marktplatz?tab=0,5,6,4,43
2023-02-06,Germany,/marktplatz?tab=2,1,1,1,18
2023-02-06,Germany,/organisations/253/information,53,4,1,1357
2023-02-06,Germany,/marktplatz?tab=0&productId=30,1,2,1,28
2023-02-06,Germany,/marktplatz%3Ftab=0?tab=0,2,2,2,0
2023-02-06,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-06,Germany,/marktplatz%3Ftab=0&ptgId=29?tab=0&ptgId=29,1,1,1,0
2023-02-06,Germany,/marktplatz,38,6,2,2927
2023-02-06,Germany,/marktplatz?tab=2&search=open,1,1,1,1
2023-02-05,Germany,/marktplatz?tab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295,1,1,1,1
2023-02-05,Germany,/marktplatz%3Ftab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295?tab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295,1,1,1,4
2023-02-05,Canada,/,1,1,1,3
2023-02-05,Germany,/marktplatz%3Ftab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295?tab=0&category=CONTENT&ptgId=63,1,1,1,8
2023-02-05,Germany,/marktplatz%3Ftab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295?tab=0,1,1,1,3
2023-02-04,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-03,Germany,/marktplatz?tab=0&attr=14&attr=117,1,1,1,1
2023-02-03,Germany,/marktplatz?tab=0&attr=118,2,2,2,2
2023-02-03,Germany,/marktplatz?tab=0&attr=15,3,2,2,31
2023-02-03,Germany,/marktplatz?tab=0&attr=14,3,2,2,6
2023-02-03,Germany,/marktplatz?tab=0&attr=15&productId=5,1,1,1,11
2023-02-03,Germany,/marktplatz,4,2,2,1
2023-02-03,Austria,/marktplatz%3Ftab=0&productId=3?tab=0,1,1,1,29
2023-02-03,Germany,/marktplatz?tab=0&category=CONTENT&ptgId=63,1,1,1,1
2023-02-03,Germany,/marktplatz?tab=0&attr=120,1,1,1,1
2023-02-03,Germany,/marktplatz?tab=0&category=CONTENT,1,1,1,13
2023-02-03,Germany,/marktplatz?tab=0&attr=15&productId=75,1,1,1,78
2023-02-03,Germany,/marktplatz%3Ftab=0?tab=0,1,1,1,1
2023-02-03,Germany,/marktplatz?tab=0,5,3,3,500
2023-02-03,Germany,/marktplatz?tab=0&category=CONTENT&ptgId=63&productId=295,1,1,1,7
2023-02-03,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-03,Austria,/marktplatz%3Ftab=0&productId=3?tab=0&productId=3,2,1,1,124
2023-02-03,Germany,/marktplatz?tab=0&attr=117,1,1,1,1
2023-02-03,Austria,/marktplatz%3Ftab=0&productId=3?tab=2,1,1,1,536
2023-02-02,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,0
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=2&search=IB%26T&organisationId=73,1,1,1,6
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=2&search=IB%26T,1,1,1,1
2023-02-02,Germany,/organisations/252/information,34,2,1,194
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=2&orgId=73&organisationId=73,1,1,1,24
2023-02-02,Germany,/marktplatz?tab=0&productId=264,1,1,1,61
2023-02-02,Germany,/marktplatz%3Ftab=2?tab=2,1,1,1,71
2023-02-02,Germany,/marktplatz?tab=0,9,8,6,48
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252,10,2,1,97
2023-02-02,Germany,/marktplatz?tab=0&productId=124,1,1,1,40
2023-02-02,Germany,/marktplatz?tab=0&productId=73,1,1,1,16
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=1&certificationId=23,1,1,1,6
2023-02-02,Germany,/marktplatz?tab=0&ptgId=45,1,1,1,29
2023-02-02,Germany,/marktplatz?tab=2&category=CONTENT,1,1,1,7
2023-02-02,Germany,/marktplatz,123,6,5,3150
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=2,1,1,1,20
2023-02-02,Germany,/marktplatz%3Ftab=0&search=punktwolke?tab=0&search=cloud%20compare,1,1,1,1
2023-02-02,Germany,/marktplatz?tab=2,2,2,2,11
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252,3,1,1,58
2023-02-02,Germany,/marktplatz?tab=0&orgId=252,3,1,1,53
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=303,1,1,1,1
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=302,1,1,1,1
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=300,1,1,1,3
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=299,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=298,1,1,1,2
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=297,1,1,1,3
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=296,1,1,1,60
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=295,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&category=SERVICE&productId=118,1,1,1,2
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&category=CONTENT&productId=3,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&category=CONTENT,1,1,1,2
2023-02-02,Germany,/organisations/252/information?tab=0,2,1,1,4
2023-02-02,Germany,/marktplatz%3Ftab=0&search=punktwolke?tab=0&search=punktwolke,2,1,1,25
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT,2,1,1,19
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&category=SERVICE,2,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0,2,1,1,14
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=2&category=APP,3,1,1,106
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=301,1,1,1,1
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=1,1,1,1,3
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT,1,1,1,11
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0&productId=143,1,1,1,9
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=1,1,1,1,4
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=0,5,3,3,3
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=2,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=2&category=APP&orgId=214,1,1,1,1
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=2&category=APP&orgId=214&organisationId=214,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=2&category=SERVICE,1,1,1,5
2023-02-02,Germany,/marktplatz%3Ftab=0&orgId=252?tab=0,4,2,1,13
2023-02-02,Germany,/marktplatz%3Ftab=0?tab=0&orgId=73&search=IB%26T,1,1,1,1
2023-02-01,Germany,/marktplatz%3Ftab=0&productId=3?tab=0&productId=260,1,1,1,121
2023-02-01,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=3,1,1,1,5
2023-02-01,Germany,/marktplatz%3Ftab=0&productId=3?tab=0&productId=245,1,1,1,356
2023-02-01,Germany,/marktplatz%3Ftab=0&productId=3?tab=0&appSubPro=245&productId=245,1,1,1,21
2023-02-01,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT,1,1,1,6
2023-02-01,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=80,1,2,1,8
2023-02-01,Germany,/marktplatz%3Ftab=1&certifiId=24&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,6
2023-02-01,Germany,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=292,1,1,1,28
2023-02-01,Germany,/marktplatz%3Ftab=0&productId=3?tab=0&productId=124,1,1,1,12
2023-02-01,Germany,/marktplatz%3Ftab=0&search=california?tab=0&search=california&productId=198,1,1,1,13
